c_site,state,year,age,race,sex,inci,pop
Oral Cavity and Pharynx,New York,2013.0,55-64 years,Black or African American,male,70,150444.0
Oral Cavity and Pharynx,New York,2013.0,55-64 years,White,male,444,854292.0
Oral Cavity and Pharynx,New York,2013.0,65-74 years,Black or African American,male,45,80369.0
Oral Cavity and Pharynx,New York,2013.0,65-74 years,White,male,338,533825.0
Oral Cavity and Pharynx,New York,2013.0,75-84 years,White,male,218,282800.0
Oral Cavity and Pharynx,New York,2013.0,85+ years,White,male,62,115893.0
Oral Cavity and Pharynx,New York,2014.0,35-44 years,White,male,45,764546.0
Oral Cavity and Pharynx,New York,2014.0,45-54 years,Black or African American,male,33,200753.0
Oral Cavity and Pharynx,New York,2014.0,45-54 years,White,male,249,916074.0
Oral Cavity and Pharynx,New York,2014.0,55-64 years,Asian or Pacific Islander,male,48,91092.0
Oral Cavity and Pharynx,New York,2014.0,55-64 years,Black or African American,male,64,157012.0
Oral Cavity and Pharynx,New York,2014.0,55-64 years,White,male,437,859255.0
Oral Cavity and Pharynx,New York,2014.0,65-74 years,Black or African American,male,30,86195.0
Oral Cavity and Pharynx,New York,2014.0,65-74 years,White,male,373,552725.0
Oral Cavity and Pharynx,New York,2014.0,75-84 years,White,male,177,283386.0
Oral Cavity and Pharynx,New York,2014.0,85+ years,White,male,77,113571.0
Oral Cavity and Pharynx,New York,2015.0,35-44 years,White,male,42,762740.0
Oral Cavity and Pharynx,New York,2015.0,45-54 years,Asian or Pacific Islander,male,18,109223.0
Oral Cavity and Pharynx,New York,2015.0,45-54 years,Black or African American,male,26,197789.0
Oral Cavity and Pharynx,New York,2015.0,45-54 years,White,male,254,896882.0
Oral Cavity and Pharynx,New York,2015.0,55-64 years,Asian or Pacific Islander,male,44,95103.0
Oral Cavity and Pharynx,New York,2015.0,55-64 years,Black or African American,male,57,162090.0
Oral Cavity and Pharynx,New York,2015.0,55-64 years,White,male,472,871583.0
Oral Cavity and Pharynx,New York,2015.0,65-74 years,Black or African American,male,26,89433.0
Oral Cavity and Pharynx,New York,2015.0,65-74 years,White,male,404,570811.0
Oral Cavity and Pharynx,New York,2015.0,75-84 years,White,male,197,286233.0
Oral Cavity and Pharynx,New York,2015.0,85+ years,White,male,100,115479.0
Oral Cavity and Pharynx,New York,2016.0,35-44 years,White,male,49,739280.0
Oral Cavity and Pharynx,New York,2016.0,45-54 years,Black or African American,male,19,194037.0
Oral Cavity and Pharynx,New York,2016.0,45-54 years,White,male,201,875902.0
Oral Cavity and Pharynx,New York,2016.0,55-64 years,Asian or Pacific Islander,male,21,95810.0
Oral Cavity and Pharynx,New York,2016.0,55-64 years,Black or African American,male,67,164568.0
Oral Cavity and Pharynx,New York,2016.0,55-64 years,White,male,508,879502.0
Oral Cavity and Pharynx,New York,2016.0,65-74 years,Asian or Pacific Islander,male,21,57111.0
Oral Cavity and Pharynx,New York,2016.0,65-74 years,Black or African American,male,57,90895.0
Oral Cavity and Pharynx,New York,2016.0,65-74 years,White,male,425,590280.0
Oral Cavity and Pharynx,New York,2016.0,75-84 years,Black or African American,male,20,39708.0
Oral Cavity and Pharynx,New York,2016.0,75-84 years,White,male,230,280204.0
Oral Cavity and Pharynx,New York,2016.0,85+ years,White,male,97,121670.0
Oral Cavity and Pharynx,North Carolina,2012.0,35-44 years,White,male,25,458721.0
Oral Cavity and Pharynx,North Carolina,2012.0,45-54 years,Black or African American,male,18,134992.0
Oral Cavity and Pharynx,North Carolina,2012.0,45-54 years,White,male,170,488637.0
Oral Cavity and Pharynx,North Carolina,2012.0,55-64 years,Black or African American,male,79,109995.0
Oral Cavity and Pharynx,North Carolina,2012.0,55-64 years,White,male,286,432469.0
Oral Cavity and Pharynx,North Carolina,2012.0,65-74 years,Black or African American,male,53,54282.0
Oral Cavity and Pharynx,North Carolina,2012.0,65-74 years,White,male,195,297680.0
Oral Cavity and Pharynx,North Carolina,2012.0,75-84 years,White,male,105,141927.0
Oral Cavity and Pharynx,North Carolina,2012.0,85+ years,White,male,20,41522.0
Oral Cavity and Pharynx,North Carolina,2013.0,35-44 years,White,male,28,449319.0
Oral Cavity and Pharynx,North Carolina,2013.0,45-54 years,Black or African American,male,24,131485.0
Oral Cavity and Pharynx,North Carolina,2013.0,45-54 years,White,male,154,484977.0
Oral Cavity and Pharynx,North Carolina,2013.0,55-64 years,Black or African American,male,56,110323.0
Oral Cavity and Pharynx,North Carolina,2013.0,55-64 years,White,male,273,437158.0
Oral Cavity and Pharynx,North Carolina,2013.0,65-74 years,Black or African American,male,42,60480.0
Oral Cavity and Pharynx,North Carolina,2013.0,65-74 years,White,male,218,312269.0
Oral Cavity and Pharynx,North Carolina,2013.0,75-84 years,White,male,98,147953.0
Oral Cavity and Pharynx,North Carolina,2013.0,85+ years,White,male,33,42536.0
Oral Cavity and Pharynx,North Carolina,2014.0,35-44 years,White,male,23,444981.0
Oral Cavity and Pharynx,North Carolina,2014.0,45-54 years,Black or African American,male,26,132812.0
Oral Cavity and Pharynx,North Carolina,2014.0,45-54 years,White,male,169,484890.0
Oral Cavity and Pharynx,North Carolina,2014.0,55-64 years,Black or African American,male,58,115137.0
Oral Cavity and Pharynx,North Carolina,2014.0,55-64 years,White,male,303,444947.0
Oral Cavity and Pharynx,North Carolina,2014.0,65-74 years,Black or African American,male,21,64111.0
Oral Cavity and Pharynx,North Carolina,2014.0,65-74 years,White,male,229,325332.0
Oral Cavity and Pharynx,North Carolina,2014.0,75-84 years,White,male,107,149642.0
Oral Cavity and Pharynx,North Carolina,2014.0,85+ years,White,male,31,45913.0
Oral Cavity and Pharynx,North Carolina,2015.0,35-44 years,White,male,30,437304.0
Oral Cavity and Pharynx,North Carolina,2015.0,45-54 years,Black or African American,male,20,135501.0
Oral Cavity and Pharynx,North Carolina,2015.0,45-54 years,White,male,154,484541.0
Oral Cavity and Pharynx,North Carolina,2015.0,55-64 years,Black or African American,male,57,119043.0
Oral Cavity and Pharynx,North Carolina,2015.0,55-64 years,White,male,300,451415.0
Oral Cavity and Pharynx,North Carolina,2015.0,65-74 years,Black or African American,male,49,65530.0
Oral Cavity and Pharynx,North Carolina,2015.0,65-74 years,White,male,252,336561.0
Oral Cavity and Pharynx,North Carolina,2015.0,75-84 years,White,male,114,155209.0
Oral Cavity and Pharynx,North Carolina,2015.0,85+ years,White,male,43,47167.0
Oral Cavity and Pharynx,North Carolina,2016.0,35-44 years,White,male,22,435181.0
Oral Cavity and Pharynx,North Carolina,2016.0,45-54 years,Black or African American,male,24,137307.0
Oral Cavity and Pharynx,North Carolina,2016.0,45-54 years,White,male,131,491728.0
Oral Cavity and Pharynx,North Carolina,2016.0,55-64 years,Black or African American,male,72,119789.0
Oral Cavity and Pharynx,North Carolina,2016.0,55-64 years,White,male,299,464203.0
Oral Cavity and Pharynx,North Carolina,2016.0,65-74 years,Black or African American,male,46,71992.0
Oral Cavity and Pharynx,North Carolina,2016.0,65-74 years,White,male,265,347988.0
Oral Cavity and Pharynx,North Carolina,2016.0,75-84 years,White,male,112,160642.0
Oral Cavity and Pharynx,North Carolina,2016.0,85+ years,White,male,42,49205.0
Oral Cavity and Pharynx,North Dakota,2012.0,55-64 years,White,male,19,43186.0
Oral Cavity and Pharynx,North Dakota,2014.0,55-64 years,White,male,16,44701.0
Oral Cavity and Pharynx,North Dakota,2016.0,55-64 years,White,male,16,45479.0
Oral Cavity and Pharynx,Ohio,2012.0,35-44 years,White,male,47,590249.0
Oral Cavity and Pharynx,Ohio,2012.0,45-54 years,Black or African American,male,18,89198.0
Oral Cavity and Pharynx,Ohio,2012.0,45-54 years,White,male,243,702873.0
Oral Cavity and Pharynx,Ohio,2012.0,55-64 years,White,male,350,650010.0
Oral Cavity and Pharynx,Ohio,2012.0,65-74 years,White,male,237,385986.0
Oral Cavity and Pharynx,Ohio,2012.0,75-84 years,White,male,112,200286.0
Oral Cavity and Pharynx,Ohio,2012.0,85+ years,White,male,36,72729.0
Oral Cavity and Pharynx,Ohio,2013.0,35-44 years,White,male,28,581392.0
Oral Cavity and Pharynx,Ohio,2013.0,45-54 years,White,male,231,689103.0
Oral Cavity and Pharynx,Ohio,2013.0,55-64 years,Black or African American,male,19,73442.0
Oral Cavity and Pharynx,Ohio,2013.0,55-64 years,White,male,400,658728.0
Oral Cavity and Pharynx,Ohio,2013.0,65-74 years,White,male,277,403064.0
Oral Cavity and Pharynx,Ohio,2013.0,75-84 years,White,male,113,199423.0
Oral Cavity and Pharynx,Ohio,2013.0,85+ years,White,male,30,77570.0
Oral Cavity and Pharynx,Ohio,2014.0,35-44 years,White,male,35,576071.0
Oral Cavity and Pharynx,Ohio,2014.0,45-54 years,White,male,208,673830.0
Oral Cavity and Pharynx,Ohio,2014.0,55-64 years,Black or African American,male,38,77179.0
Oral Cavity and Pharynx,Ohio,2014.0,55-64 years,White,male,384,666808.0
Oral Cavity and Pharynx,Ohio,2014.0,65-74 years,White,male,257,419475.0
Oral Cavity and Pharynx,Ohio,2014.0,75-84 years,White,male,122,210416.0
Oral Cavity and Pharynx,Ohio,2014.0,85+ years,White,male,40,71589.0
Oral Cavity and Pharynx,Ohio,2015.0,35-44 years,White,male,25,571032.0
Oral Cavity and Pharynx,Ohio,2015.0,45-54 years,White,male,218,661168.0
Oral Cavity and Pharynx,Ohio,2015.0,55-64 years,Black or African American,male,19,77558.0
Oral Cavity and Pharynx,Ohio,2015.0,55-64 years,White,male,422,672755.0
Oral Cavity and Pharynx,Ohio,2015.0,65-74 years,White,male,284,435965.0
Oral Cavity and Pharynx,Ohio,2015.0,75-84 years,White,male,129,205511.0
Oral Cavity and Pharynx,Ohio,2015.0,85+ years,White,male,44,78496.0
Oral Cavity and Pharynx,Ohio,2016.0,35-44 years,White,male,22,559815.0
Oral Cavity and Pharynx,Ohio,2016.0,45-54 years,Black or African American,male,17,85222.0
Oral Cavity and Pharynx,Ohio,2016.0,45-54 years,White,male,211,646316.0
Oral Cavity and Pharynx,Ohio,2016.0,55-64 years,Black or African American,male,18,80991.0
Oral Cavity and Pharynx,Ohio,2016.0,55-64 years,White,male,417,674805.0
Oral Cavity and Pharynx,Ohio,2016.0,65-74 years,White,male,315,450295.0
Oral Cavity and Pharynx,Ohio,2016.0,75-84 years,White,male,132,210194.0
Oral Cavity and Pharynx,Ohio,2016.0,85+ years,White,male,33,77201.0
Oral Cavity and Pharynx,Oklahoma,2012.0,45-54 years,White,male,52,193684.0
Oral Cavity and Pharynx,Oklahoma,2012.0,55-64 years,White,male,100,181288.0
Oral Cavity and Pharynx,Oklahoma,2012.0,65-74 years,White,male,84,120406.0
Oral Cavity and Pharynx,Oklahoma,2012.0,75-84 years,White,male,65,62568.0
Oral Cavity and Pharynx,Oklahoma,2013.0,45-54 years,White,male,71,190727.0
Oral Cavity and Pharynx,Oklahoma,2013.0,55-64 years,White,male,106,183740.0
Oral Cavity and Pharynx,Oklahoma,2013.0,65-74 years,White,male,101,124798.0
Oral Cavity and Pharynx,Oklahoma,2013.0,75-84 years,White,male,56,65101.0
Oral Cavity and Pharynx,Oklahoma,2014.0,45-54 years,White,male,55,185970.0
Oral Cavity and Pharynx,Oklahoma,2014.0,55-64 years,White,male,115,184558.0
Oral Cavity and Pharynx,Oklahoma,2014.0,65-74 years,White,male,94,127588.0
Oral Cavity and Pharynx,Oklahoma,2014.0,75-84 years,White,male,20,67211.0
Oral Cavity and Pharynx,Oklahoma,2015.0,45-54 years,White,male,60,182949.0
Oral Cavity and Pharynx,Oklahoma,2015.0,55-64 years,White,male,124,187021.0
Oral Cavity and Pharynx,Oklahoma,2015.0,65-74 years,White,male,105,130060.0
Oral Cavity and Pharynx,Oklahoma,2015.0,75-84 years,White,male,48,65408.0
Oral Cavity and Pharynx,Oklahoma,2015.0,85+ years,White,male,22,22887.0
Oral Cavity and Pharynx,Oklahoma,2016.0,45-54 years,White,male,52,180800.0
Oral Cavity and Pharynx,Oklahoma,2016.0,55-64 years,White,male,101,189207.0
Oral Cavity and Pharynx,Oklahoma,2016.0,65-74 years,White,male,105,135342.0
Oral Cavity and Pharynx,Oklahoma,2016.0,75-84 years,White,male,56,67330.0
Oral Cavity and Pharynx,Oklahoma,2016.0,85+ years,White,male,16,21251.0
Oral Cavity and Pharynx,Oregon,2012.0,45-54 years,White,male,74,224022.0
Oral Cavity and Pharynx,Oregon,2012.0,55-64 years,White,male,141,237063.0
Oral Cavity and Pharynx,Oregon,2012.0,65-74 years,White,male,114,148071.0
Oral Cavity and Pharynx,Oregon,2012.0,75-84 years,White,male,25,70506.0
Oral Cavity and Pharynx,Oregon,2013.0,45-54 years,White,male,75,219735.0
Oral Cavity and Pharynx,Oregon,2013.0,55-64 years,White,male,143,238036.0
Oral Cavity and Pharynx,Oregon,2013.0,65-74 years,White,male,118,157696.0
Oral Cavity and Pharynx,Oregon,2013.0,75-84 years,White,male,39,72157.0
Oral Cavity and Pharynx,Oregon,2013.0,85+ years,White,male,20,27352.0
Oral Cavity and Pharynx,Oregon,2014.0,45-54 years,White,male,53,218774.0
Oral Cavity and Pharynx,Oregon,2014.0,55-64 years,White,male,140,238532.0
Oral Cavity and Pharynx,Oregon,2014.0,65-74 years,White,male,91,166316.0
Oral Cavity and Pharynx,Oregon,2014.0,75-84 years,White,male,31,73174.0
Oral Cavity and Pharynx,Oregon,2015.0,45-54 years,White,male,66,222075.0
Oral Cavity and Pharynx,Oregon,2015.0,55-64 years,White,male,137,237447.0
Oral Cavity and Pharynx,Oregon,2015.0,65-74 years,White,male,120,176739.0
Oral Cavity and Pharynx,Oregon,2015.0,75-84 years,White,male,53,77903.0
Oral Cavity and Pharynx,Oregon,2015.0,85+ years,White,male,17,27354.0
Oral Cavity and Pharynx,Oregon,2016.0,45-54 years,White,male,55,222997.0
Oral Cavity and Pharynx,Oregon,2016.0,55-64 years,White,male,134,237182.0
Oral Cavity and Pharynx,Oregon,2016.0,65-74 years,White,male,142,185273.0
Oral Cavity and Pharynx,Oregon,2016.0,75-84 years,White,male,56,79339.0
Oral Cavity and Pharynx,Pennsylvania,2012.0,35-44 years,White,male,29,625278.0
Oral Cavity and Pharynx,Pennsylvania,2012.0,45-54 years,White,male,241,787446.0
Oral Cavity and Pharynx,Pennsylvania,2012.0,55-64 years,White,male,384,733855.0
Oral Cavity and Pharynx,Pennsylvania,2012.0,65-74 years,White,male,272,445831.0
Oral Cavity and Pharynx,Pennsylvania,2012.0,75-84 years,White,male,175,249064.0
Oral Cavity and Pharynx,Pennsylvania,2012.0,85+ years,White,male,44,97650.0
Oral Cavity and Pharynx,Pennsylvania,2013.0,35-44 years,White,male,48,614167.0
Oral Cavity and Pharynx,Pennsylvania,2013.0,45-54 years,White,male,203,769160.0
Oral Cavity and Pharynx,Pennsylvania,2013.0,55-64 years,Black or African American,male,18,69373.0
Oral Cavity and Pharynx,Pennsylvania,2013.0,55-64 years,White,male,441,743590.0
Oral Cavity and Pharynx,Pennsylvania,2013.0,65-74 years,White,male,302,466230.0
Oral Cavity and Pharynx,Pennsylvania,2013.0,75-84 years,White,male,137,252327.0
Oral Cavity and Pharynx,Pennsylvania,2013.0,85+ years,White,male,59,97110.0
Oral Cavity and Pharynx,Pennsylvania,2014.0,35-44 years,White,male,43,605167.0
Oral Cavity and Pharynx,Pennsylvania,2014.0,45-54 years,White,male,225,749335.0
Oral Cavity and Pharynx,Pennsylvania,2014.0,55-64 years,Black or African American,male,35,71485.0
Oral Cavity and Pharynx,Pennsylvania,2014.0,55-64 years,White,male,411,753972.0
Oral Cavity and Pharynx,Pennsylvania,2014.0,65-74 years,Black or African American,male,38,37455.0
Oral Cavity and Pharynx,Pennsylvania,2014.0,65-74 years,White,male,320,483891.0
Oral Cavity and Pharynx,Pennsylvania,2014.0,75-84 years,White,male,142,253901.0
Oral Cavity and Pharynx,Pennsylvania,2014.0,85+ years,White,male,65,96653.0
Oral Cavity and Pharynx,Pennsylvania,2015.0,35-44 years,White,male,26,597392.0
Oral Cavity and Pharynx,Pennsylvania,2015.0,45-54 years,White,male,235,735587.0
Oral Cavity and Pharynx,Pennsylvania,2015.0,55-64 years,Black or African American,male,20,72340.0
Oral Cavity and Pharynx,Pennsylvania,2015.0,55-64 years,White,male,394,762263.0
Oral Cavity and Pharynx,Pennsylvania,2015.0,65-74 years,Black or African American,male,16,36995.0
Oral Cavity and Pharynx,Pennsylvania,2015.0,65-74 years,White,male,312,501378.0
Oral Cavity and Pharynx,Pennsylvania,2015.0,75-84 years,White,male,142,249847.0
Oral Cavity and Pharynx,Pennsylvania,2015.0,85+ years,White,male,68,101450.0
Oral Cavity and Pharynx,Pennsylvania,2016.0,35-44 years,White,male,45,587691.0
Oral Cavity and Pharynx,Pennsylvania,2016.0,45-54 years,White,male,214,718739.0
Oral Cavity and Pharynx,Pennsylvania,2016.0,55-64 years,Black or African American,male,40,74525.0
Oral Cavity and Pharynx,Pennsylvania,2016.0,55-64 years,White,male,465,767655.0
Oral Cavity and Pharynx,Pennsylvania,2016.0,65-74 years,Black or African American,male,17,38930.0
Oral Cavity and Pharynx,Pennsylvania,2016.0,65-74 years,White,male,359,521579.0
Oral Cavity and Pharynx,Pennsylvania,2016.0,75-84 years,White,male,144,250962.0
Oral Cavity and Pharynx,Pennsylvania,2016.0,85+ years,White,male,57,104002.0
Oral Cavity and Pharynx,Rhode Island,2013.0,55-64 years,White,male,41,59941.0
Oral Cavity and Pharynx,Rhode Island,2015.0,55-64 years,White,male,36,60319.0
Oral Cavity and Pharynx,Rhode Island,2016.0,55-64 years,White,male,20,61812.0
Oral Cavity and Pharynx,South Carolina,2012.0,45-54 years,Black or African American,male,26,81678.0
Oral Cavity and Pharynx,South Carolina,2012.0,45-54 years,White,male,72,221724.0
Oral Cavity and Pharynx,South Carolina,2012.0,55-64 years,Black or African American,male,39,70525.0
Oral Cavity and Pharynx,South Carolina,2012.0,55-64 years,White,male,150,208517.0
Oral Cavity and Pharynx,South Carolina,2012.0,65-74 years,White,male,107,154292.0
Oral Cavity and Pharynx,South Carolina,2012.0,75-84 years,White,male,56,71522.0
Oral Cavity and Pharynx,South Carolina,2013.0,45-54 years,White,male,90,219729.0
Oral Cavity and Pharynx,South Carolina,2013.0,55-64 years,Black or African American,male,57,72286.0
Oral Cavity and Pharynx,South Carolina,2013.0,55-64 years,White,male,147,211066.0
Oral Cavity and Pharynx,South Carolina,2013.0,65-74 years,White,male,114,163699.0
Oral Cavity and Pharynx,South Carolina,2013.0,75-84 years,White,male,59,72329.0
Oral Cavity and Pharynx,South Carolina,2013.0,85+ years,White,male,21,20388.0
Oral Cavity and Pharynx,South Carolina,2014.0,45-54 years,White,male,81,220190.0
Oral Cavity and Pharynx,South Carolina,2014.0,55-64 years,Black or African American,male,38,73983.0
Oral Cavity and Pharynx,South Carolina,2014.0,55-64 years,White,male,145,214038.0
Oral Cavity and Pharynx,South Carolina,2014.0,65-74 years,White,male,106,172481.0
Oral Cavity and Pharynx,South Carolina,2014.0,75-84 years,White,male,54,74917.0
Oral Cavity and Pharynx,South Carolina,2014.0,85+ years,White,male,17,22207.0
Oral Cavity and Pharynx,South Carolina,2015.0,45-54 years,White,male,69,222620.0
Oral Cavity and Pharynx,South Carolina,2015.0,55-64 years,Black or African American,male,39,74329.0
Oral Cavity and Pharynx,South Carolina,2015.0,55-64 years,White,male,141,217386.0
Oral Cavity and Pharynx,South Carolina,2015.0,65-74 years,Black or African American,male,19,43793.0
Oral Cavity and Pharynx,South Carolina,2015.0,65-74 years,White,male,147,180727.0
Oral Cavity and Pharynx,South Carolina,2015.0,75-84 years,White,male,53,76430.0
Oral Cavity and Pharynx,South Carolina,2016.0,45-54 years,White,male,73,222014.0
Oral Cavity and Pharynx,South Carolina,2016.0,55-64 years,Black or African American,male,43,75771.0
Oral Cavity and Pharynx,South Carolina,2016.0,55-64 years,White,male,161,223160.0
Oral Cavity and Pharynx,South Carolina,2016.0,65-74 years,Black or African American,male,19,47167.0
Oral Cavity and Pharynx,South Carolina,2016.0,65-74 years,White,male,151,187359.0
Oral Cavity and Pharynx,South Carolina,2016.0,75-84 years,White,male,61,82079.0
Oral Cavity and Pharynx,South Dakota,2012.0,55-64 years,White,male,34,50219.0
Oral Cavity and Pharynx,South Dakota,2013.0,65-74 years,White,male,18,30147.0
Oral Cavity and Pharynx,South Dakota,2014.0,55-64 years,White,male,21,51847.0
Oral Cavity and Pharynx,South Dakota,2014.0,65-74 years,White,male,16,32381.0
Oral Cavity and Pharynx,South Dakota,2016.0,55-64 years,White,male,17,53354.0
Oral Cavity and Pharynx,Tennessee,2012.0,35-44 years,White,male,17,332567.0
Oral Cavity and Pharynx,Tennessee,2012.0,45-54 years,White,male,118,357918.0
Oral Cavity and Pharynx,Tennessee,2012.0,55-64 years,Black or African American,male,17,54346.0
Oral Cavity and Pharynx,Tennessee,2012.0,55-64 years,White,male,200,326822.0
Oral Cavity and Pharynx,Tennessee,2012.0,65-74 years,White,male,171,222318.0
Oral Cavity and Pharynx,Tennessee,2012.0,75-84 years,White,male,77,105229.0
Oral Cavity and Pharynx,Tennessee,2012.0,85+ years,White,male,20,28401.0
Oral Cavity and Pharynx,Tennessee,2013.0,35-44 years,White,male,20,327878.0
Oral Cavity and Pharynx,Tennessee,2013.0,45-54 years,Black or African American,male,17,65484.0
Oral Cavity and Pharynx,Tennessee,2013.0,45-54 years,White,male,127,356102.0
Oral Cavity and Pharynx,Tennessee,2013.0,55-64 years,White,male,209,331512.0
Oral Cavity and Pharynx,Tennessee,2013.0,65-74 years,White,male,179,233172.0
Oral Cavity and Pharynx,Tennessee,2013.0,75-84 years,White,male,80,107125.0
Oral Cavity and Pharynx,Tennessee,2013.0,85+ years,White,male,18,29069.0
Oral Cavity and Pharynx,Tennessee,2014.0,45-54 years,White,male,143,354137.0
Oral Cavity and Pharynx,Tennessee,2014.0,55-64 years,White,male,228,332011.0
Oral Cavity and Pharynx,Tennessee,2014.0,65-74 years,White,male,183,241711.0
Oral Cavity and Pharynx,Tennessee,2014.0,75-84 years,White,male,69,112011.0
Oral Cavity and Pharynx,Tennessee,2014.0,85+ years,White,male,16,29847.0
Oral Cavity and Pharynx,Tennessee,2015.0,35-44 years,White,male,20,326201.0
Oral Cavity and Pharynx,Tennessee,2015.0,45-54 years,White,male,102,351068.0
Oral Cavity and Pharynx,Tennessee,2015.0,55-64 years,White,male,247,337029.0
Oral Cavity and Pharynx,Tennessee,2015.0,65-74 years,White,male,196,249874.0
Oral Cavity and Pharynx,Tennessee,2015.0,75-84 years,White,male,95,112608.0
Oral Cavity and Pharynx,Tennessee,2015.0,85+ years,White,male,19,33207.0
Oral Cavity and Pharynx,Tennessee,2016.0,35-44 years,White,male,16,323349.0
Oral Cavity and Pharynx,Tennessee,2016.0,45-54 years,White,male,108,352321.0
Oral Cavity and Pharynx,Tennessee,2016.0,55-64 years,Black or African American,male,16,58485.0
Oral Cavity and Pharynx,Tennessee,2016.0,55-64 years,White,male,232,339912.0
Oral Cavity and Pharynx,Tennessee,2016.0,65-74 years,White,male,213,255376.0
Oral Cavity and Pharynx,Tennessee,2016.0,75-84 years,White,male,92,118652.0
Oral Cavity and Pharynx,Tennessee,2016.0,85+ years,White,male,20,31957.0
Oral Cavity and Pharynx,Texas,2012.0,35-44 years,White,male,79,1311367.0
Oral Cavity and Pharynx,Texas,2012.0,45-54 years,Black or African American,male,21,201716.0
Oral Cavity and Pharynx,Texas,2012.0,45-54 years,White,male,352,1301490.0
Oral Cavity and Pharynx,Texas,2012.0,55-64 years,Black or African American,male,61,143707.0
Oral Cavity and Pharynx,Texas,2012.0,55-64 years,White,male,611,1078212.0
Oral Cavity and Pharynx,Texas,2012.0,65-74 years,Black or African American,male,20,65027.0
Oral Cavity and Pharynx,Texas,2012.0,65-74 years,White,male,402,647391.0
Oral Cavity and Pharynx,Texas,2012.0,75-84 years,White,male,211,315204.0
Oral Cavity and Pharynx,Texas,2012.0,85+ years,White,male,61,99853.0
Oral Cavity and Pharynx,Texas,2013.0,35-44 years,White,male,85,1317629.0
Oral Cavity and Pharynx,Texas,2013.0,45-54 years,Black or African American,male,20,201925.0
Oral Cavity and Pharynx,Texas,2013.0,45-54 years,White,male,355,1293214.0
Oral Cavity and Pharynx,Texas,2013.0,55-64 years,Black or African American,male,69,152397.0
Oral Cavity and Pharynx,Texas,2013.0,55-64 years,White,male,610,1104311.0
Oral Cavity and Pharynx,Texas,2013.0,65-74 years,Black or African American,male,23,70350.0
Oral Cavity and Pharynx,Texas,2013.0,65-74 years,White,male,505,684851.0
Oral Cavity and Pharynx,Texas,2013.0,75-84 years,White,male,207,326308.0
Oral Cavity and Pharynx,Texas,2013.0,85+ years,White,male,79,99507.0
Oral Cavity and Pharynx,Texas,2014.0,30-34 years,White,male,21,724301.0
Oral Cavity and Pharynx,Texas,2014.0,35-44 years,White,male,73,1345849.0
Oral Cavity and Pharynx,Texas,2014.0,45-54 years,Black or African American,male,29,203664.0
Oral Cavity and Pharynx,Texas,2014.0,45-54 years,White,male,354,1306510.0
Oral Cavity and Pharynx,Texas,2014.0,55-64 years,Black or African American,male,65,160234.0
Oral Cavity and Pharynx,Texas,2014.0,55-64 years,White,male,660,1143122.0
Oral Cavity and Pharynx,Texas,2014.0,65-74 years,Black or African American,male,20,74934.0
Oral Cavity and Pharynx,Texas,2014.0,65-74 years,White,male,531,716188.0
Oral Cavity and Pharynx,Texas,2014.0,75-84 years,White,male,225,333341.0
Oral Cavity and Pharynx,Texas,2014.0,85+ years,White,male,66,109150.0
Oral Cavity and Pharynx,Texas,2015.0,35-44 years,White,male,76,1361862.0
Oral Cavity and Pharynx,Texas,2015.0,45-54 years,Black or African American,male,25,204237.0
Oral Cavity and Pharynx,Texas,2015.0,45-54 years,White,male,359,1309341.0
Oral Cavity and Pharynx,Texas,2015.0,55-64 years,Black or African American,male,56,167886.0
Oral Cavity and Pharynx,Texas,2015.0,55-64 years,White,male,678,1162838.0
Oral Cavity and Pharynx,Texas,2015.0,65-74 years,Black or African American,male,31,77859.0
Oral Cavity and Pharynx,Texas,2015.0,65-74 years,White,male,604,747147.0
Oral Cavity and Pharynx,Texas,2015.0,75-84 years,White,male,255,344207.0
Oral Cavity and Pharynx,Texas,2015.0,85+ years,White,male,85,111009.0
Oral Cavity and Pharynx,Texas,2016.0,30-34 years,White,male,16,733494.0
Oral Cavity and Pharynx,Texas,2016.0,35-44 years,White,male,91,1368472.0
Oral Cavity and Pharynx,Texas,2016.0,45-54 years,Black or African American,male,21,206054.0
Oral Cavity and Pharynx,Texas,2016.0,45-54 years,White,male,318,1296590.0
Oral Cavity and Pharynx,Texas,2016.0,55-64 years,Black or African American,male,62,168641.0
Oral Cavity and Pharynx,Texas,2016.0,55-64 years,White,male,704,1181495.0
Oral Cavity and Pharynx,Texas,2016.0,65-74 years,Black or African American,male,26,84411.0
Oral Cavity and Pharynx,Texas,2016.0,65-74 years,White,male,583,775633.0
Oral Cavity and Pharynx,Texas,2016.0,75-84 years,White,male,260,354406.0
Oral Cavity and Pharynx,Texas,2016.0,85+ years,White,male,69,115539.0
Oral Cavity and Pharynx,Utah,2012.0,45-54 years,White,male,19,137938.0
Oral Cavity and Pharynx,Utah,2012.0,55-64 years,White,male,44,118831.0
Oral Cavity and Pharynx,Utah,2012.0,65-74 years,White,male,44,69512.0
Oral Cavity and Pharynx,Utah,2013.0,55-64 years,White,male,42,121498.0
Oral Cavity and Pharynx,Utah,2013.0,65-74 years,White,male,19,74115.0
Oral Cavity and Pharynx,Utah,2014.0,45-54 years,White,male,24,136149.0
Oral Cavity and Pharynx,Utah,2014.0,55-64 years,White,male,47,125091.0
Oral Cavity and Pharynx,Utah,2014.0,65-74 years,White,male,39,77769.0
Oral Cavity and Pharynx,Utah,2015.0,45-54 years,White,male,21,136826.0
