Leading Cancer Sites,States,Year,Age Groups,Race,Gender,Count
Myeloma,Connecticut,2014.0,75-84 years,White,male,17.0
Myeloma,Connecticut,2015.0,55-64 years,White,male,18.0
Myeloma,Connecticut,2015.0,65-74 years,White,male,44.0
Myeloma,Connecticut,2015.0,75-84 years,White,male,22.0
Myeloma,Connecticut,2015.0,85+ years,White,male,18.0
Myeloma,Connecticut,2016.0,55-64 years,White,male,37.0
Myeloma,Connecticut,2016.0,65-74 years,White,male,46.0
Myeloma,Connecticut,2016.0,75-84 years,White,male,40.0
Myeloma,Connecticut,2016.0,85+ years,White,male,16.0
Myeloma,Florida,2012.0,45-54 years,White,male,77.0
Myeloma,Florida,2012.0,55-64 years,Black or African American,male,52.0
Myeloma,Florida,2012.0,55-64 years,White,male,133.0
Myeloma,Florida,2012.0,65-74 years,Black or African American,male,37.0
Myeloma,Florida,2012.0,65-74 years,White,male,257.0
Myeloma,Florida,2012.0,75-84 years,Black or African American,male,18.0
Myeloma,Florida,2012.0,75-84 years,White,male,218.0
Myeloma,Florida,2012.0,85+ years,White,male,86.0
Myeloma,Florida,2013.0,35-44 years,White,male,25.0
Myeloma,Florida,2013.0,45-54 years,Black or African American,male,42.0
Myeloma,Florida,2013.0,45-54 years,White,male,73.0
Myeloma,Florida,2013.0,55-64 years,Black or African American,male,71.0
Myeloma,Florida,2013.0,55-64 years,White,male,172.0
Myeloma,Florida,2013.0,65-74 years,Black or African American,male,68.0
Myeloma,Florida,2013.0,65-74 years,White,male,316.0
Myeloma,Florida,2013.0,75-84 years,Black or African American,male,39.0
Myeloma,Florida,2013.0,75-84 years,White,male,262.0
Myeloma,Florida,2013.0,85+ years,White,male,107.0
Myeloma,Florida,2014.0,45-54 years,Black or African American,male,22.0
Myeloma,Florida,2014.0,45-54 years,White,male,62.0
Myeloma,Florida,2014.0,55-64 years,Black or African American,male,62.0
Myeloma,Florida,2014.0,55-64 years,White,male,188.0
Myeloma,Florida,2014.0,65-74 years,Black or African American,male,68.0
Myeloma,Florida,2014.0,65-74 years,White,male,295.0
Myeloma,Florida,2014.0,75-84 years,Black or African American,male,46.0
Myeloma,Florida,2014.0,75-84 years,White,male,307.0
Myeloma,Florida,2014.0,85+ years,Black or African American,male,16.0
Myeloma,Florida,2014.0,85+ years,White,male,98.0
Myeloma,Florida,2015.0,35-44 years,White,male,25.0
Myeloma,Florida,2015.0,45-54 years,Black or African American,male,22.0
Myeloma,Florida,2015.0,45-54 years,White,male,69.0
Myeloma,Florida,2015.0,55-64 years,Black or African American,male,63.0
Myeloma,Florida,2015.0,55-64 years,White,male,186.0
Myeloma,Florida,2015.0,65-74 years,Black or African American,male,62.0
Myeloma,Florida,2015.0,65-74 years,White,male,329.0
Myeloma,Florida,2015.0,75-84 years,Black or African American,male,50.0
Myeloma,Florida,2015.0,75-84 years,White,male,279.0
Myeloma,Florida,2015.0,85+ years,White,male,101.0
Myeloma,Florida,2016.0,45-54 years,Black or African American,male,20.0
Myeloma,Florida,2016.0,45-54 years,White,male,76.0
Myeloma,Florida,2016.0,55-64 years,Black or African American,male,52.0
Myeloma,Florida,2016.0,55-64 years,White,male,169.0
Myeloma,Florida,2016.0,65-74 years,Black or African American,male,46.0
Myeloma,Florida,2016.0,65-74 years,White,male,291.0
Myeloma,Florida,2016.0,75-84 years,Black or African American,male,20.0
Myeloma,Florida,2016.0,75-84 years,White,male,218.0
Myeloma,Florida,2016.0,85+ years,White,male,93.0
Myeloma,Georgia,2012.0,55-64 years,Black or African American,male,49.0
Myeloma,Georgia,2012.0,55-64 years,White,male,55.0
Myeloma,Georgia,2012.0,65-74 years,Black or African American,male,55.0
Myeloma,Georgia,2012.0,65-74 years,White,male,81.0
Myeloma,Georgia,2012.0,75-84 years,Black or African American,male,20.0
Myeloma,Georgia,2012.0,75-84 years,White,male,75.0
Myeloma,Georgia,2013.0,45-54 years,Black or African American,male,20.0
Myeloma,Georgia,2013.0,45-54 years,White,male,20.0
Myeloma,Georgia,2013.0,55-64 years,Black or African American,male,62.0
Myeloma,Georgia,2013.0,55-64 years,White,male,61.0
Myeloma,Georgia,2013.0,65-74 years,Black or African American,male,60.0
Myeloma,Georgia,2013.0,65-74 years,White,male,114.0
Myeloma,Georgia,2013.0,75-84 years,Black or African American,male,17.0
Myeloma,Georgia,2013.0,75-84 years,White,male,64.0
Myeloma,Georgia,2013.0,85+ years,White,male,25.0
Myeloma,Georgia,2014.0,45-54 years,Black or African American,male,22.0
Myeloma,Georgia,2014.0,45-54 years,White,male,21.0
Myeloma,Georgia,2014.0,55-64 years,Black or African American,male,46.0
Myeloma,Georgia,2014.0,55-64 years,White,male,51.0
Myeloma,Georgia,2014.0,65-74 years,Black or African American,male,64.0
Myeloma,Georgia,2014.0,65-74 years,White,male,103.0
Myeloma,Georgia,2014.0,75-84 years,Black or African American,male,24.0
Myeloma,Georgia,2014.0,75-84 years,White,male,59.0
Myeloma,Georgia,2015.0,45-54 years,Black or African American,male,36.0
Myeloma,Georgia,2015.0,45-54 years,White,male,21.0
Myeloma,Georgia,2015.0,55-64 years,Black or African American,male,29.0
Myeloma,Georgia,2015.0,55-64 years,White,male,66.0
Myeloma,Georgia,2015.0,65-74 years,Black or African American,male,63.0
Myeloma,Georgia,2015.0,65-74 years,White,male,69.0
Myeloma,Georgia,2015.0,75-84 years,Black or African American,male,16.0
Myeloma,Georgia,2015.0,75-84 years,White,male,71.0
Myeloma,Georgia,2015.0,85+ years,White,male,17.0
Myeloma,Georgia,2016.0,45-54 years,Black or African American,male,19.0
Myeloma,Georgia,2016.0,55-64 years,Black or African American,male,58.0
Myeloma,Georgia,2016.0,55-64 years,White,male,57.0
Myeloma,Georgia,2016.0,65-74 years,Black or African American,male,58.0
Myeloma,Georgia,2016.0,65-74 years,White,male,113.0
Myeloma,Georgia,2016.0,75-84 years,Black or African American,male,41.0
Myeloma,Georgia,2016.0,75-84 years,White,male,70.0
Myeloma,Georgia,2016.0,85+ years,White,male,27.0
Myeloma,Idaho,2015.0,65-74 years,White,male,25.0
Myeloma,Illinois,2012.0,45-54 years,White,male,29.0
Myeloma,Illinois,2012.0,55-64 years,White,male,95.0
Myeloma,Illinois,2012.0,65-74 years,White,male,120.0
Myeloma,Illinois,2012.0,75-84 years,White,male,92.0
Myeloma,Illinois,2012.0,85+ years,White,male,44.0
Myeloma,Illinois,2013.0,45-54 years,White,male,24.0
Myeloma,Illinois,2013.0,55-64 years,White,male,82.0
Myeloma,Illinois,2013.0,65-74 years,White,male,107.0
Myeloma,Illinois,2013.0,75-84 years,Black or African American,male,16.0
Myeloma,Illinois,2013.0,75-84 years,White,male,88.0
Myeloma,Illinois,2013.0,85+ years,White,male,43.0
Myeloma,Illinois,2014.0,45-54 years,White,male,28.0
Myeloma,Illinois,2014.0,55-64 years,White,male,91.0
Myeloma,Illinois,2014.0,65-74 years,Black or African American,male,19.0
Myeloma,Illinois,2014.0,65-74 years,White,male,127.0
Myeloma,Illinois,2014.0,75-84 years,White,male,82.0
Myeloma,Illinois,2014.0,85+ years,White,male,40.0
Myeloma,Illinois,2015.0,45-54 years,White,male,26.0
Myeloma,Illinois,2015.0,55-64 years,Black or African American,male,32.0
Myeloma,Illinois,2015.0,55-64 years,White,male,97.0
Myeloma,Illinois,2015.0,65-74 years,Black or African American,male,27.0
Myeloma,Illinois,2015.0,65-74 years,White,male,126.0
Myeloma,Illinois,2015.0,75-84 years,Black or African American,male,16.0
Myeloma,Illinois,2015.0,75-84 years,White,male,86.0
Myeloma,Illinois,2015.0,85+ years,White,male,33.0
Myeloma,Illinois,2016.0,45-54 years,White,male,26.0
Myeloma,Illinois,2016.0,55-64 years,Black or African American,male,23.0
Myeloma,Illinois,2016.0,55-64 years,White,male,97.0
Myeloma,Illinois,2016.0,65-74 years,Black or African American,male,29.0
Myeloma,Illinois,2016.0,65-74 years,White,male,133.0
Myeloma,Illinois,2016.0,75-84 years,White,male,89.0
Myeloma,Illinois,2016.0,85+ years,White,male,48.0
Myeloma,Indiana,2012.0,55-64 years,White,male,60.0
Myeloma,Indiana,2012.0,65-74 years,White,male,79.0
Myeloma,Indiana,2012.0,75-84 years,White,male,57.0
Myeloma,Indiana,2012.0,85+ years,White,male,20.0
Myeloma,Indiana,2013.0,45-54 years,White,male,22.0
Myeloma,Indiana,2013.0,55-64 years,White,male,55.0
Myeloma,Indiana,2013.0,65-74 years,White,male,86.0
Myeloma,Indiana,2013.0,75-84 years,White,male,58.0
Myeloma,Indiana,2013.0,85+ years,White,male,21.0
Myeloma,Indiana,2014.0,55-64 years,White,male,50.0
Myeloma,Indiana,2014.0,65-74 years,White,male,74.0
Myeloma,Indiana,2014.0,75-84 years,White,male,69.0
Myeloma,Indiana,2014.0,85+ years,White,male,26.0
Myeloma,Indiana,2015.0,45-54 years,White,male,19.0
Myeloma,Indiana,2015.0,55-64 years,White,male,61.0
Myeloma,Indiana,2015.0,65-74 years,White,male,65.0
Myeloma,Indiana,2015.0,75-84 years,White,male,68.0
Myeloma,Indiana,2015.0,85+ years,White,male,20.0
Myeloma,Indiana,2016.0,55-64 years,White,male,53.0
Myeloma,Indiana,2016.0,65-74 years,White,male,79.0
Myeloma,Indiana,2016.0,75-84 years,White,male,57.0
Myeloma,Indiana,2016.0,85+ years,White,male,19.0
Myeloma,Iowa,2012.0,65-74 years,White,male,35.0
Myeloma,Iowa,2012.0,75-84 years,White,male,48.0
Myeloma,Iowa,2013.0,55-64 years,White,male,39.0
Myeloma,Iowa,2013.0,65-74 years,White,male,39.0
Myeloma,Iowa,2013.0,75-84 years,White,male,22.0
Myeloma,Iowa,2014.0,55-64 years,White,male,46.0
Myeloma,Iowa,2014.0,65-74 years,White,male,48.0
Myeloma,Iowa,2014.0,75-84 years,White,male,26.0
Myeloma,Iowa,2014.0,85+ years,White,male,17.0
Myeloma,Iowa,2015.0,55-64 years,White,male,20.0
Myeloma,Iowa,2015.0,65-74 years,White,male,20.0
Myeloma,Iowa,2015.0,75-84 years,White,male,43.0
Myeloma,Iowa,2015.0,85+ years,White,male,17.0
Myeloma,Iowa,2016.0,55-64 years,White,male,38.0
Myeloma,Iowa,2016.0,65-74 years,White,male,41.0
Myeloma,Iowa,2016.0,75-84 years,White,male,50.0
Myeloma,Kansas,2012.0,65-74 years,White,male,20.0
Myeloma,Kansas,2012.0,75-84 years,White,male,23.0
Myeloma,Kansas,2013.0,85+ years,White,male,17.0
Myeloma,Kansas,2014.0,55-64 years,White,male,16.0
Myeloma,Kansas,2014.0,65-74 years,White,male,40.0
Myeloma,Kansas,2015.0,55-64 years,White,male,16.0
Myeloma,Kansas,2015.0,65-74 years,White,male,25.0
Myeloma,Kansas,2016.0,55-64 years,White,male,22.0
Myeloma,Kansas,2016.0,65-74 years,White,male,38.0
Myeloma,Kentucky,2012.0,55-64 years,White,male,49.0
Myeloma,Kentucky,2012.0,65-74 years,White,male,48.0
Myeloma,Kentucky,2012.0,75-84 years,White,male,44.0
Myeloma,Kentucky,2012.0,85+ years,White,male,17.0
Myeloma,Kentucky,2013.0,55-64 years,White,male,17.0
Myeloma,Kentucky,2013.0,65-74 years,White,male,65.0
Myeloma,Kentucky,2013.0,75-84 years,White,male,46.0
Myeloma,Kentucky,2013.0,85+ years,White,male,21.0
Myeloma,Kentucky,2014.0,55-64 years,White,male,46.0
Myeloma,Kentucky,2014.0,65-74 years,White,male,58.0
Myeloma,Kentucky,2014.0,75-84 years,White,male,43.0
Myeloma,Kentucky,2015.0,55-64 years,White,male,49.0
Myeloma,Kentucky,2015.0,65-74 years,White,male,62.0
Myeloma,Kentucky,2015.0,75-84 years,White,male,51.0
Myeloma,Kentucky,2016.0,55-64 years,White,male,46.0
Myeloma,Kentucky,2016.0,65-74 years,White,male,62.0
Myeloma,Kentucky,2016.0,75-84 years,White,male,50.0
Myeloma,Kentucky,2016.0,85+ years,White,male,19.0
Myeloma,Louisiana,2012.0,55-64 years,Black or African American,male,16.0
Myeloma,Louisiana,2012.0,65-74 years,White,male,42.0
Myeloma,Louisiana,2012.0,75-84 years,White,male,38.0
Myeloma,Louisiana,2013.0,55-64 years,Black or African American,male,17.0
Myeloma,Louisiana,2013.0,55-64 years,White,male,24.0
Myeloma,Louisiana,2013.0,65-74 years,Black or African American,male,17.0
Myeloma,Louisiana,2013.0,65-74 years,White,male,41.0
Myeloma,Louisiana,2013.0,75-84 years,White,male,35.0
Myeloma,Louisiana,2014.0,55-64 years,White,male,18.0
Myeloma,Louisiana,2014.0,65-74 years,Black or African American,male,38.0
Myeloma,Louisiana,2014.0,65-74 years,White,male,26.0
Myeloma,Louisiana,2014.0,75-84 years,White,male,17.0
Myeloma,Louisiana,2015.0,55-64 years,Black or African American,male,16.0
Myeloma,Louisiana,2015.0,55-64 years,White,male,21.0
Myeloma,Louisiana,2015.0,65-74 years,Black or African American,male,17.0
Myeloma,Louisiana,2015.0,65-74 years,White,male,55.0
Myeloma,Louisiana,2015.0,75-84 years,White,male,22.0
Myeloma,Louisiana,2016.0,55-64 years,Black or African American,male,16.0
Myeloma,Louisiana,2016.0,65-74 years,Black or African American,male,37.0
Myeloma,Louisiana,2016.0,65-74 years,White,male,41.0
Myeloma,Louisiana,2016.0,75-84 years,White,male,43.0
Myeloma,Maine,2012.0,65-74 years,White,male,21.0
Myeloma,Maryland,2012.0,55-64 years,Black or African American,male,16.0
Myeloma,Maryland,2012.0,55-64 years,White,male,21.0
Myeloma,Maryland,2012.0,65-74 years,White,male,38.0
Myeloma,Maryland,2013.0,55-64 years,Black or African American,male,16.0
Myeloma,Maryland,2013.0,55-64 years,White,male,21.0
Myeloma,Maryland,2013.0,65-74 years,Black or African American,male,16.0
Myeloma,Maryland,2013.0,65-74 years,White,male,37.0
Myeloma,Maryland,2013.0,75-84 years,White,male,19.0
Myeloma,Maryland,2014.0,45-54 years,White,male,16.0
Myeloma,Maryland,2014.0,55-64 years,Black or African American,male,16.0
Myeloma,Maryland,2014.0,55-64 years,White,male,16.0
Myeloma,Maryland,2014.0,65-74 years,Black or African American,male,40.0
Myeloma,Maryland,2014.0,65-74 years,White,male,46.0
Myeloma,Maryland,2014.0,75-84 years,White,male,18.0
Myeloma,Maryland,2014.0,85+ years,White,male,24.0
Myeloma,Maryland,2015.0,55-64 years,Black or African American,male,16.0
Myeloma,Maryland,2015.0,55-64 years,White,male,25.0
Myeloma,Maryland,2015.0,65-74 years,Black or African American,male,16.0
Myeloma,Maryland,2015.0,65-74 years,White,male,18.0
Myeloma,Maryland,2015.0,75-84 years,White,male,41.0
Myeloma,Maryland,2016.0,55-64 years,Black or African American,male,33.0
Myeloma,Maryland,2016.0,55-64 years,White,male,38.0
Myeloma,Maryland,2016.0,65-74 years,Black or African American,male,45.0
Myeloma,Maryland,2016.0,65-74 years,White,male,41.0
Myeloma,Maryland,2016.0,75-84 years,White,male,42.0
Myeloma,Maryland,2016.0,85+ years,White,male,22.0
Myeloma,Massachusetts,2012.0,45-54 years,White,male,18.0
Myeloma,Massachusetts,2012.0,55-64 years,White,male,63.0
Myeloma,Massachusetts,2012.0,65-74 years,White,male,58.0
Myeloma,Massachusetts,2012.0,75-84 years,White,male,63.0
Myeloma,Massachusetts,2012.0,85+ years,White,male,19.0
Myeloma,Massachusetts,2013.0,45-54 years,White,male,24.0
Myeloma,Massachusetts,2013.0,55-64 years,White,male,56.0
Myeloma,Massachusetts,2013.0,65-74 years,White,male,84.0
Myeloma,Massachusetts,2013.0,75-84 years,White,male,48.0
Myeloma,Massachusetts,2013.0,85+ years,White,male,27.0
Myeloma,Massachusetts,2014.0,45-54 years,White,male,18.0
Myeloma,Massachusetts,2014.0,55-64 years,White,male,54.0
Myeloma,Massachusetts,2014.0,65-74 years,White,male,72.0
Myeloma,Massachusetts,2014.0,75-84 years,White,male,54.0
Myeloma,Massachusetts,2014.0,85+ years,White,male,25.0
Myeloma,Massachusetts,2015.0,55-64 years,White,male,64.0
Myeloma,Massachusetts,2015.0,65-74 years,White,male,86.0
Myeloma,Massachusetts,2015.0,75-84 years,White,male,60.0
Myeloma,Massachusetts,2015.0,85+ years,White,male,26.0
Myeloma,Massachusetts,2016.0,55-64 years,White,male,18.0
Myeloma,Massachusetts,2016.0,65-74 years,White,male,39.0
Myeloma,Massachusetts,2016.0,75-84 years,White,male,17.0
Myeloma,Michigan,2012.0,45-54 years,White,male,26.0
Myeloma,Michigan,2012.0,55-64 years,Black or African American,male,16.0
Myeloma,Michigan,2012.0,55-64 years,White,male,88.0
Myeloma,Michigan,2012.0,65-74 years,White,male,86.0
Myeloma,Michigan,2012.0,75-84 years,White,male,88.0
Myeloma,Michigan,2012.0,85+ years,White,male,31.0
Myeloma,Michigan,2013.0,45-54 years,White,male,27.0
Myeloma,Michigan,2013.0,55-64 years,White,male,74.0
Myeloma,Michigan,2013.0,65-74 years,Black or African American,male,16.0
Myeloma,Michigan,2013.0,65-74 years,White,male,106.0
Myeloma,Michigan,2013.0,75-84 years,White,male,73.0
Myeloma,Michigan,2013.0,85+ years,White,male,27.0
Myeloma,Michigan,2014.0,45-54 years,White,male,26.0
Myeloma,Michigan,2014.0,55-64 years,White,male,75.0
Myeloma,Michigan,2014.0,65-74 years,Black or African American,male,16.0
Myeloma,Michigan,2014.0,65-74 years,White,male,114.0
Myeloma,Michigan,2014.0,75-84 years,White,male,91.0
Myeloma,Michigan,2014.0,85+ years,White,male,24.0
Myeloma,Michigan,2015.0,45-54 years,White,male,29.0
Myeloma,Michigan,2015.0,55-64 years,Black or African American,male,19.0
Myeloma,Michigan,2015.0,55-64 years,White,male,102.0
Myeloma,Michigan,2015.0,65-74 years,White,male,121.0
Myeloma,Michigan,2015.0,75-84 years,White,male,105.0
Myeloma,Michigan,2015.0,85+ years,White,male,42.0
Myeloma,Michigan,2016.0,45-54 years,White,male,18.0
Myeloma,Michigan,2016.0,55-64 years,Black or African American,male,16.0
Myeloma,Michigan,2016.0,55-64 years,White,male,86.0
Myeloma,Michigan,2016.0,65-74 years,Black or African American,male,20.0
Myeloma,Michigan,2016.0,65-74 years,White,male,122.0
Myeloma,Michigan,2016.0,75-84 years,White,male,101.0
Myeloma,Michigan,2016.0,85+ years,White,male,29.0
Myeloma,Minnesota,2012.0,45-54 years,White,male,19.0
Myeloma,Minnesota,2012.0,55-64 years,White,male,47.0
Myeloma,Minnesota,2012.0,65-74 years,White,male,59.0
Myeloma,Minnesota,2012.0,75-84 years,White,male,56.0
Myeloma,Minnesota,2012.0,85+ years,White,male,19.0
Myeloma,Minnesota,2013.0,45-54 years,White,male,18.0
Myeloma,Minnesota,2013.0,55-64 years,White,male,54.0
Myeloma,Minnesota,2013.0,65-74 years,White,male,65.0
Myeloma,Minnesota,2013.0,75-84 years,White,male,60.0
Myeloma,Minnesota,2013.0,85+ years,White,male,16.0
Myeloma,Minnesota,2014.0,55-64 years,White,male,40.0
Myeloma,Minnesota,2014.0,65-74 years,White,male,63.0
Myeloma,Minnesota,2014.0,75-84 years,White,male,51.0
Myeloma,Minnesota,2014.0,85+ years,White,male,28.0
Myeloma,Minnesota,2015.0,55-64 years,White,male,52.0
Myeloma,Minnesota,2015.0,65-74 years,White,male,76.0
Myeloma,Minnesota,2015.0,75-84 years,White,male,70.0
Myeloma,Minnesota,2015.0,85+ years,White,male,25.0
Myeloma,Minnesota,2016.0,55-64 years,White,male,63.0
Myeloma,Minnesota,2016.0,65-74 years,White,male,80.0
Myeloma,Minnesota,2016.0,75-84 years,White,male,40.0
Myeloma,Minnesota,2016.0,85+ years,White,male,22.0
Myeloma,Mississippi,2012.0,75-84 years,White,male,17.0
Myeloma,Mississippi,2014.0,65-74 years,White,male,19.0
Myeloma,Mississippi,2014.0,75-84 years,White,male,17.0
Myeloma,Mississippi,2016.0,65-74 years,Black or African American,male,17.0
Myeloma,Mississippi,2016.0,65-74 years,White,male,17.0
Myeloma,Missouri,2012.0,55-64 years,White,male,42.0
Myeloma,Missouri,2012.0,65-74 years,White,male,69.0
Myeloma,Missouri,2012.0,75-84 years,White,male,47.0
Myeloma,Missouri,2012.0,85+ years,White,male,16.0
Myeloma,Missouri,2013.0,55-64 years,White,male,49.0
Myeloma,Missouri,2013.0,65-74 years,White,male,81.0
Myeloma,Missouri,2013.0,75-84 years,White,male,69.0
Myeloma,Missouri,2014.0,55-64 years,White,male,49.0
Myeloma,Missouri,2014.0,65-74 years,White,male,78.0
Myeloma,Missouri,2014.0,75-84 years,White,male,62.0
Myeloma,Missouri,2014.0,85+ years,White,male,18.0
Myeloma,Missouri,2015.0,45-54 years,White,male,19.0
Myeloma,Missouri,2015.0,55-64 years,White,male,47.0
Myeloma,Missouri,2015.0,65-74 years,White,male,74.0
Myeloma,Missouri,2015.0,75-84 years,White,male,66.0
Myeloma,Missouri,2015.0,85+ years,White,male,22.0
Myeloma,Missouri,2016.0,55-64 years,White,male,54.0
Myeloma,Missouri,2016.0,65-74 years,White,male,69.0
Myeloma,Missouri,2016.0,75-84 years,White,male,61.0
Myeloma,Missouri,2016.0,85+ years,White,male,16.0
Myeloma,Nebraska,2012.0,65-74 years,White,male,17.0
Myeloma,Nebraska,2014.0,65-74 years,White,male,18.0
Myeloma,Nevada,2014.0,65-74 years,White,male,32.0
Myeloma,New Jersey,2012.0,45-54 years,White,male,26.0
Myeloma,New Jersey,2012.0,55-64 years,White,male,58.0
Myeloma,New Jersey,2012.0,65-74 years,White,male,98.0
Myeloma,New Jersey,2012.0,75-84 years,White,male,82.0
Myeloma,New Jersey,2012.0,85+ years,White,male,33.0
Myeloma,New Jersey,2013.0,45-54 years,White,male,34.0
Myeloma,New Jersey,2013.0,55-64 years,White,male,55.0
Myeloma,New Jersey,2013.0,65-74 years,White,male,77.0
Myeloma,New Jersey,2013.0,75-84 years,White,male,80.0
Myeloma,New Jersey,2013.0,85+ years,White,male,37.0
Myeloma,New Jersey,2014.0,45-54 years,White,male,23.0
Myeloma,New Jersey,2014.0,55-64 years,White,male,88.0
Myeloma,New Jersey,2014.0,65-74 years,White,male,91.0
Myeloma,New Jersey,2014.0,75-84 years,White,male,67.0
Myeloma,New Jersey,2014.0,85+ years,White,male,36.0
Myeloma,New Jersey,2015.0,45-54 years,White,male,22.0
Myeloma,New Jersey,2015.0,55-64 years,White,male,70.0
Myeloma,New Jersey,2015.0,65-74 years,White,male,91.0
Myeloma,New Jersey,2015.0,75-84 years,White,male,69.0
Myeloma,New Jersey,2015.0,85+ years,White,male,46.0
Myeloma,New Jersey,2016.0,45-54 years,White,male,26.0
Myeloma,New Jersey,2016.0,55-64 years,White,male,88.0
Myeloma,New Jersey,2016.0,65-74 years,Black or African American,male,18.0
Myeloma,New Jersey,2016.0,65-74 years,White,male,109.0
Myeloma,New Jersey,2016.0,75-84 years,White,male,83.0
Myeloma,New Jersey,2016.0,85+ years,White,male,41.0
Myeloma,New Mexico,2013.0,65-74 years,White,male,16.0
Myeloma,New Mexico,2014.0,65-74 years,White,male,17.0
Myeloma,New York,2012.0,45-54 years,Black or African American,male,17.0
Myeloma,New York,2012.0,45-54 years,White,male,70.0
Myeloma,New York,2012.0,55-64 years,Black or African American,male,65.0
Myeloma,New York,2012.0,55-64 years,White,male,181.0
Myeloma,New York,2012.0,65-74 years,Black or African American,male,66.0
Myeloma,New York,2012.0,65-74 years,White,male,187.0
Myeloma,New York,2012.0,75-84 years,Black or African American,male,44.0
Myeloma,New York,2012.0,75-84 years,White,male,156.0
Myeloma,New York,2012.0,85+ years,White,male,80.0
Myeloma,New York,2013.0,45-54 years,Black or African American,male,21.0
Myeloma,New York,2013.0,45-54 years,White,male,69.0
Myeloma,New York,2013.0,55-64 years,Black or African American,male,69.0
Myeloma,New York,2013.0,55-64 years,White,male,173.0
Myeloma,New York,2013.0,65-74 years,Black or African American,male,72.0
Myeloma,New York,2013.0,65-74 years,White,male,218.0
Myeloma,New York,2013.0,75-84 years,Black or African American,male,42.0
Myeloma,New York,2013.0,75-84 years,White,male,181.0
Myeloma,New York,2013.0,85+ years,Black or African American,male,17.0
Myeloma,New York,2013.0,85+ years,White,male,76.0
Myeloma,New York,2014.0,45-54 years,Black or African American,male,21.0
Myeloma,New York,2014.0,45-54 years,White,male,73.0
Myeloma,New York,2014.0,55-64 years,Black or African American,male,76.0
Myeloma,New York,2014.0,55-64 years,White,male,184.0
Myeloma,New York,2014.0,65-74 years,Black or African American,male,74.0
Myeloma,New York,2014.0,65-74 years,White,male,229.0
Myeloma,New York,2014.0,75-84 years,Black or African American,male,35.0
Myeloma,New York,2014.0,75-84 years,White,male,177.0
Myeloma,New York,2014.0,85+ years,White,male,85.0
Myeloma,New York,2015.0,45-54 years,Black or African American,male,22.0
Myeloma,New York,2015.0,45-54 years,White,male,45.0
Myeloma,New York,2015.0,55-64 years,Black or African American,male,59.0
Myeloma,New York,2015.0,55-64 years,White,male,142.0
Myeloma,New York,2015.0,65-74 years,Black or African American,male,66.0
Myeloma,New York,2015.0,65-74 years,White,male,227.0
Myeloma,New York,2015.0,75-84 years,Black or African American,male,30.0
Myeloma,New York,2015.0,75-84 years,White,male,186.0
Myeloma,New York,2015.0,85+ years,White,male,76.0
Myeloma,New York,2016.0,45-54 years,Black or African American,male,19.0
Myeloma,New York,2016.0,45-54 years,White,male,63.0
Myeloma,New York,2016.0,55-64 years,Black or African American,male,74.0
Myeloma,New York,2016.0,55-64 years,White,male,175.0
Myeloma,New York,2016.0,65-74 years,Black or African American,male,66.0
Myeloma,New York,2016.0,65-74 years,White,male,249.0
Myeloma,New York,2016.0,75-84 years,Black or African American,male,47.0
Myeloma,New York,2016.0,75-84 years,White,male,186.0
Myeloma,New York,2016.0,85+ years,White,male,77.0
Myeloma,North Carolina,2012.0,45-54 years,White,male,22.0
Myeloma,North Carolina,2012.0,55-64 years,Black or African American,male,23.0
Myeloma,North Carolina,2012.0,55-64 years,White,male,67.0
Myeloma,North Carolina,2012.0,65-74 years,Black or African American,male,33.0
Myeloma,North Carolina,2012.0,65-74 years,White,male,121.0
Myeloma,North Carolina,2012.0,75-84 years,White,male,57.0
Myeloma,North Carolina,2013.0,55-64 years,Black or African American,male,41.0
Myeloma,North Carolina,2013.0,55-64 years,White,male,59.0
Myeloma,North Carolina,2013.0,65-74 years,Black or African American,male,48.0
Myeloma,North Carolina,2013.0,65-74 years,White,male,90.0
Myeloma,North Carolina,2013.0,75-84 years,White,male,72.0
Myeloma,North Carolina,2013.0,85+ years,White,male,26.0
Myeloma,North Carolina,2014.0,45-54 years,White,male,22.0
Myeloma,North Carolina,2014.0,55-64 years,Black or African American,male,41.0
Myeloma,North Carolina,2014.0,55-64 years,White,male,78.0
Myeloma,North Carolina,2014.0,65-74 years,Black or African American,male,51.0
Myeloma,North Carolina,2014.0,65-74 years,White,male,120.0
Myeloma,North Carolina,2014.0,75-84 years,Black or African American,male,19.0
Myeloma,North Carolina,2014.0,75-84 years,White,male,79.0
Myeloma,North Carolina,2014.0,85+ years,White,male,34.0
Myeloma,North Carolina,2015.0,45-54 years,Black or African American,male,17.0
Myeloma,North Carolina,2015.0,45-54 years,White,male,19.0
Myeloma,North Carolina,2015.0,55-64 years,Black or African American,male,20.0
Myeloma,North Carolina,2015.0,55-64 years,White,male,62.0
Myeloma,North Carolina,2015.0,65-74 years,Black or African American,male,52.0
Myeloma,North Carolina,2015.0,65-74 years,White,male,100.0
Myeloma,North Carolina,2015.0,75-84 years,Black or African American,male,23.0
Myeloma,North Carolina,2015.0,75-84 years,White,male,81.0
Myeloma,North Carolina,2015.0,85+ years,White,male,20.0
Myeloma,North Carolina,2016.0,45-54 years,Black or African American,male,16.0
Myeloma,North Carolina,2016.0,55-64 years,Black or African American,male,38.0
Myeloma,North Carolina,2016.0,55-64 years,White,male,73.0
Myeloma,North Carolina,2016.0,65-74 years,Black or African American,male,58.0
